codigo,descricao,soma,media,calculo,minimo,maximo,variancia,amplitude,desvio_padrao,frequencia,quantidade_median,quantidade_q1,quantidade_q3,frequencia_relativa
10360,81050 PR ARANDELA EM ALUMINIO CUPULA,59,2.4583333333333335,8.0,1,10,3.824275362318841,9,1.955575455542138,24,2.0,1.0,3.0,0.007
10361,81051 BR/CO ARANDELA EM ALUMINIO ML,3,1.5,4.0,1,2,0.5,1,0.7071067811865476,2,1.5,1.25,1.75,0.0006
10362,81051 PR/CO ARANDELA EM ALUMINIO ML,4,4.0,,4,4,,0,,1,4.0,4.0,4.0,0.0003
10405,81053 BR ARANDELA EM ALUMINIO 1 LAMP,42,1.9090909090909092,5.0,1,5,0.9437229437229439,4,0.971454035826165,22,2.0,1.0,2.0,0.0064
10406,81053 PR ARANDELA EM ALUMINIO 1 LAMP,39,2.2941176470588234,7.0,1,7,1.9705882352941169,6,1.4037764192684379,17,2.0,2.0,2.0,0.0049
10457,81060 DOURADO ARANDELA AL CUPULA CRU NAT,167,2.5692307692307694,7.0,1,8,2.1552884615384618,7,1.4680900726925654,65,2.0,2.0,3.0,0.0189
10458,81061 DOURADO ARANDELA AL CUPULA PRETA,31,2.2142857142857144,6.0,1,5,1.5659340659340657,4,1.2513728724621074,14,2.0,1.25,2.0,0.0041
10465,81065 DOURADO ARANDELA AL CUPULA PRETA,36,2.5714285714285716,9.0,1,7,4.263736263736264,6,2.064881658530644,14,2.0,1.0,2.75,0.0041
10475,81064 DOURADO ARANDELA AL CUPULA CRU NAT,95,2.375,7.0,1,7,2.086538461538461,6,1.4444855352472246,40,2.0,2.0,2.25,0.0116
10488,81051 PR/PR ARANDELA EM ALUMINIO ML,2,1.0,1.0,1,1,0.0,0,0.0,2,1.0,1.0,1.0,0.0006
10558,8148 PR POSTE C/TUBO AL P/1 LAMP 1 METRO,15,3.0,9.0,1,6,4.0,5,2.0,5,2.0,2.0,4.0,0.0015
10614,KIT 8126 PR ARANDELA C/SUP.INF.P/1L,1,1.0,,1,1,,0,,1,1.0,1.0,1.0,0.0003
10666,81090 ARANDELA INJ PRETA E27 LC/OVAL,17,3.4,13.0,1,9,10.299999999999997,8,3.209361307176242,5,2.0,2.0,3.0,0.0015
10679,81090 ARANDELA INJ BRANCA E27 LC/OVAL,5,5.0,,5,5,,0,,1,5.0,5.0,5.0,0.0003
10685,81091 ARAND INJ BRANCA E27 LC / TRIANG,4,4.0,,4,4,,0,,1,4.0,4.0,4.0,0.0003
10686,81091 ARAND INJ MARROM E27 LC / TRIANG,10,5.0,13.0,3,7,8.0,4,2.8284271247461903,2,5.0,4.0,6.0,0.0006
10688,81093 ARAND INJ BRANCO E27 LL / TRIANG,2,2.0,,2,2,,0,,1,2.0,2.0,2.0,0.0003
10761,"8650/3 BR/BR TRIL. AL P/3 LAM E27 1,5 MT",1,1.0,,1,1,,0,,1,1.0,1.0,1.0,0.0003
1114,8119 PR BALIZADOR P/JD E MURO INJ TERM,483,4.6,22.0,1,42,35.56923076923078,41,5.963994531287799,105,3.0,2.0,5.0,0.0305
1114,8119 PR BALIZADOR P/JD E MURO INJ TERM ,548,7.611111111111111,51.0,1,120,213.22691705790294,119,14.602291500237316,72,4.0,2.0,9.0,0.0209
1115,8119 BR BALIZADOR P/JD E MURO INJ TERM ,45,3.4615384615384617,12.0,1,8,7.602564102564102,7,2.757274760078165,13,2.0,1.0,6.0,0.0038
211,8074/1 AL/ PR POSTE AL S/ GLOBO,2,2.0,,2,2,,0,,1,2.0,2.0,2.0,0.0003
213,8075/2 AL/ PR POSTE AL S/ GLOBO,1,1.0,,1,1,,0,,1,1.0,1.0,1.0,0.0003
2235,8292/1 BR/LL PLAFON INJ P/ 1 LAMP RED,1,1.0,,1,1,,0,,1,1.0,1.0,1.0,0.0003
2239,8293/1 BR/LL PLAFON INJ P/ 1 LAMP QUADRA,3,1.5,4.0,1,2,0.5,1,0.7071067811865476,2,1.5,1.25,1.75,0.0006
2247,8297 BR/LC ARANDELA INJ P/1 LAMP ,24,12.0,46.0,4,20,128.0,16,11.313708498984761,2,12.0,8.0,16.0,0.0006
25,8110 PR PENDENTE INJ EM TERMOPLASTICO ,9,3.0,8.0,2,5,3.0,3,1.7320508075688772,3,2.0,2.0,3.5,0.0009
257,8240 PR PROJETOR AL P/1 LAM PAR 20/30/38,63,5.7272727272727275,16.0,1,10,12.618181818181819,9,3.5522080201167583,11,5.0,2.5,9.0,0.0032
266,8243 PR PROJ INJ P/ 1 LAMP PAR 20/30/38,54,3.176470588235294,9.0,1,8,3.4044117647058822,7,1.845104811306361,17,3.0,2.0,4.0,0.0049
266,8243 PR PROJ INJ P/ 1 LAMP PAR 20/30/38 ,35,17.5,71.0,5,30,312.5,25,17.67766952966369,2,17.5,11.25,23.75,0.0006
27,8111 PR ARAND INJ TERMO C/SUPORTE INF ,23,3.2857142857142856,8.0,2,6,2.5714285714285716,4,1.6035674514745464,7,3.0,2.0,4.0,0.002
278,8237 PR ARANDELA INJ P/ 1 LAMP,485,5.574712643678161,22.0,1,29,30.154236835070837,28,5.491287356810863,87,4.0,2.0,7.5,0.0253
279,8237 BR ARANDELA INJ P/ 1 LAMP,109,4.037037037037037,18.0,1,25,20.267806267806268,24,4.501978039462906,27,3.0,2.0,4.0,0.0078
28,8111 BR ARAND INJ TERMO C/SUPORTE INF ,1,1.0,,1,1,,0,,1,1.0,1.0,1.0,0.0003
2868,8293/2 BR/LL PLAFON INJ P/2 LAMP QUAD,1,1.0,,1,1,,0,,1,1.0,1.0,1.0,0.0003
29,8112 PR ARAND INJ TERMO C/SUPORTE SUP ,3,1.5,4.0,1,2,0.5,1,0.7071067811865476,2,1.5,1.25,1.75,0.0006
2900,8105/2 PR SPOT INJ L. TEXAS P/2 LAMPADA,5,2.5,9.0,1,4,4.5,3,2.1213203435596424,2,2.5,1.75,3.25,0.0006
2913,8292/2 BR/LL PLAFON INJ P/ 2 LAMP RED,2,2.0,,2,2,,0,,1,2.0,2.0,2.0,0.0003
31,8116 PR POSTE C/TUBO AL P/1 LAMP INJ TER,52,2.6,5.0,2,4,0.8842105263157893,2,0.9403246919632544,20,2.0,2.0,4.0,0.0058
32,8116 BR POSTE C/TUBO AL P/1 LAMP INJ TER,2,2.0,,2,2,,0,,1,2.0,2.0,2.0,0.0003
33,8117 PR POSTE C/TUBO AL P/2 LAMP INJ TER,582,2.108695652173913,9.0,1,22,5.2972332015810295,21,2.3015718979821225,276,2.0,1.0,2.0,0.0802
3393,8239 BR TART.INJ P/1L C/ GRADE SEM FIO,9,9.0,,9,9,,0,,1,9.0,9.0,9.0,0.0003
3393,8239 BR TART.INJ P/1L C/ GRADE SEM FIO ,2,2.0,,2,2,,0,,1,2.0,2.0,2.0,0.0003
34,8117 BR POSTE C/TUBO AL P/2 LAMP INJ TER,30,1.3636363636363635,3.0,1,2,0.24242424242424243,1,0.49236596391733095,22,1.0,1.0,2.0,0.0064
37,8113 PR PENDENTE INJ EM TERMOPLASTICO,15,5.0,19.0,1,10,21.0,9,4.58257569495584,3,4.0,2.5,7.0,0.0009
37,8113 PR PENDENTE INJ EM TERMOPLASTICO ,170,3.8636363636363638,17.0,1,24,18.39957716701903,23,4.2894728308988075,44,3.0,1.75,4.0,0.0128
38,8113 BR PENDENTE INJ EM TERMOPLASTICO ,15,2.5,9.0,1,6,4.300000000000001,5,2.0736441353327724,6,1.5,1.0,3.5,0.0017
39,8114 PR ARAND INJ TERMO C/SUPORTE INF,27,6.75,32.0,1,19,69.58333333333333,18,8.341662504161466,4,3.5,1.75,8.5,0.0012
39,8114 PR ARAND INJ TERMO C/SUPORTE INF ,208,4.244897959183674,15.0,1,15,13.18877551020408,14,3.631635376824617,49,3.0,2.0,6.0,0.0142
40,8114 BR ARAND INJ TERMO C/SUPORTE INF ,4,1.3333333333333333,3.0,1,2,0.3333333333333333,1,0.5773502691896257,3,1.0,1.0,1.5,0.0009
41,8115 PR ARAND INJ TERMO C/ SUPORTE SUP ,7,1.0,1.0,1,1,0.0,0,0.0,7,1.0,1.0,1.0,0.002
43,8120 PR POSTE C/TUBO AL P/1 LAMP INJ TER,42,1.68,3.0,1,3,0.3099999999999999,2,0.5567764362830021,25,2.0,1.0,2.0,0.0073
44,8120 BR POSTE C/TUBO AL P/1 LAMP INJ TER,2,1.0,1.0,1,1,0.0,0,0.0,2,1.0,1.0,1.0,0.0006
4519,8320 BR ARANDELA REDONDA INJ P/ 1 LAMP,49,2.227272727272727,6.0,1,6,1.9935064935064932,5,1.4119158946291712,22,2.0,1.0,2.75,0.0064
4519,8320 BR ARANDELA REDONDA INJ P/ 1 LAMP ,26,3.7142857142857144,14.0,1,10,10.904761904761905,9,3.3022358947782493,7,2.0,1.5,5.0,0.002
