codigo,descricao,soma,media,calculo,minimo,maximo,variancia,amplitude,desvio_padrao,frequencia,quantidade_median,quantidade_q1,quantidade_q3,frequencia_relativa,qtd_1_emb,qtd_2_emb,qtd_3_emb,qtd_4_emb,qtd_5_emb,qtd_6_emb,qtd_7_emb,qtd_8_emb,qtd_9_emb,qtd_10_emb,qtd_11_emb,qtd_12_emb,qtd_13_emb,qtd_14_emb,qtd_15_emb,qtd_18_emb,qtd_21_emb,qtd_24_emb,qtd_25_emb
4936,8350 PR MINI TARTA  P/1 LAMP S/ GRADE,2,1.0,1.0,1,1,0.0,0,0.0,2,1.0,1.0,1.0,0.0018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4953,8853 GLOBO DE PLÁSTICO 15X30 LEITOSO,10,3.3333333333333335,5.0,2,4,1.3333333333333333,2,1.1547005383792515,3,4.0,3.0,4.0,0.0027,0.0,0.3333,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5506,8384 BR ARANDELA INJ P/1 LAMP SUP C/ PIN,3,1.5,3.0,1,2,0.5,1,0.7071067811865476,2,1.5,1.25,1.75,0.0018,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5507,8384 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,50,4.545454545454546,11.0,1,15,18.272727272727273,14,4.27466107109409,11,4.0,1.0,6.0,0.0098,0.2778,0.3889,0.0,0.1111,0.0556,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5509,8383 BR ARANDELA INJ P/1 LAMP INF C/ PIN,4,4.0,,4,4,,0,,1,4.0,4.0,4.0,0.0009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5510,8383 PR ARANDELA INJ P/1 LAMP INF C/ PIN,8,2.6666666666666665,6.0,1,5,4.333333333333333,4,2.0816659994661326,3,2.0,1.5,3.5,0.0027,0.3333,0.3333,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5516,8382 PR PENDENTE INJ P/ 1 LAMP C/ PINHAO,2,2.0,,2,2,,0,,1,2.0,2.0,2.0,0.0009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5518,8385 BR BALIZADOR INJ P/1 LAMP,19,4.75,11.0,1,11,18.916666666666668,10,4.349329450233296,4,3.5,2.5,5.75,0.0036,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5519,8385 PR BALIZADOR INJ P/1 LAMP,50,8.333333333333334,20.0,3,24,61.866666666666674,21,7.865536642001401,6,5.5,4.25,7.5,0.0053,0.0,0.1429,0.2857,0.1429,0.0,0.1429,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0
5534,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,2,1.0,1.0,1,1,0.0,0,0.0,2,1.0,1.0,1.0,0.0018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5535,8431 BR ARANDELA INJ P/ 1 LAMP C/SUP INF,1,1.0,,1,1,,0,,1,1.0,1.0,1.0,0.0009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5544,8433 PR BALIZADOR INJ P/1 LAMP,2,1.0,1.0,1,1,0.0,0,0.0,2,1.0,1.0,1.0,0.0018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,8101/2 BR/BR SPOT INJ P/2 LAMP S/ ALETA,4,1.3333333333333333,2.0,1,2,0.3333333333333333,1,0.5773502691896257,3,1.0,1.0,1.5,0.0027,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6885,8311/1 BR PENDENTE INJ P/1 LAMP,3,1.0,1.0,1,1,0.0,0,0.0,3,1.0,1.0,1.0,0.0027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7028,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,1,1.0,,1,1,,0,,1,1.0,1.0,1.0,0.0009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7030,8440 PR ARAND GR INJ P/2 LAMP SAN DIEGO,4,4.0,,4,4,,0,,1,4.0,4.0,4.0,0.0009,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7032,8441 MR/LL ARAND PQ INJ P/1LAM SAN DIEGO,5,5.0,,5,5,,0,,1,5.0,5.0,5.0,0.0009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7034,8441 BR/LL ARAND PQ INJ P/1LAM SAN DIEGO,10,10.0,,10,10,,0,,1,10.0,10.0,10.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,8280 BR PENDENTE INJ EM TEMOPLAS,2,1.0,1.0,1,1,0.0,0,0.0,2,1.0,1.0,1.0,0.0018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7918,8394 BR/LC ARANDELA INJ P/1LAMP SACO PLA,13,6.5,8.0,6,7,0.5,1,0.7071067811865476,2,6.5,6.25,6.75,0.0018,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7919,8394 PR/LC ARANDELA INJ P/1 LAMP SACO PL,50,7.142857142857143,20.0,1,23,72.80952380952381,22,8.532849688675162,7,3.0,1.5,10.0,0.0062,0.25,0.0833,0.25,0.0833,0.0833,0.0833,0.0,0.0,0.0833,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7921,8395 BR/LC ARANDELA INJ P/1 LAMP SACO PL,5,2.5,6.0,1,4,4.5,3,2.1213203435596424,2,2.5,1.75,3.25,0.0018,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7922,8395 PR/LC ARANDELA INJ P/1 LAMP SACO PL,9,3.0,6.0,1,4,3.0,3,1.7320508075688772,3,4.0,2.5,4.0,0.0027,0.3333,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7927,8397 BR/LC ARANDELA INJ P/1 LAM  SACO PL,5,2.5,4.0,2,3,0.5,1,0.7071067811865476,2,2.5,2.25,2.75,0.0018,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7928,8397 PR/LC ARANDELA INJ P/1 LAM SACO PLA,36,12.0,35.0,2,30,244.0,28,15.620499351813308,3,4.0,3.0,17.0,0.0027,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
9439,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,22,4.4,7.0,2,6,3.3000000000000007,4,1.8165902124584952,5,5.0,3.0,6.0,0.0044,0.0,0.4286,0.2857,0.1429,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,38,7.6,16.0,1,16,32.3,15,5.683308895353129,5,6.0,5.0,10.0,0.0044,0.125,0.0,0.0,0.5,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9445,8338 BR ARANDELA INJ P/ 1 LAMP E27-SACO,3,3.0,,3,3,,0,,1,3.0,3.0,3.0,0.0009,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9446,8338 MR ARANDELA INJ P/ 1 LAMP E27-SACO,10,10.0,,10,10,,0,,1,10.0,10.0,10.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9454,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,72,5.142857142857143,12.0,1,17,23.36263736263737,16,4.833491218843515,14,3.5,2.0,4.75,0.0124,0.1,0.3,0.15,0.3,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9455,8428 BR ARANDELA C/SUP.INF.P/1L E27-SACO,39,3.5454545454545454,8.0,1,12,9.272727272727273,11,3.0451153135353137,11,2.0,2.0,4.0,0.0098,0.1429,0.6429,0.0,0.0714,0.0714,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9456,8428 MR ARANDELA C/SUP.INF.P/1L E27-SACO,48,3.6923076923076925,8.0,1,11,9.230769230769228,10,3.0382181012509992,13,3.0,2.0,4.0,0.0116,0.3333,0.2778,0.2222,0.0556,0.0,0.0556,0.0,0.0,0.0,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9459,8429 PR ARANDELA C/SUP.SUP.P/1L E27-SACO,31,3.1,7.0,1,8,6.1,7,2.4698178070456938,10,2.5,1.0,4.5,0.0089,0.4615,0.1538,0.1538,0.0,0.2308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9460,8429 BR ARANDELA C/SUP.SUP.P/1L E27-SACO,2,2.0,,2,2,,0,,1,2.0,2.0,2.0,0.0009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9461,8429 MR ARANDELA C/SUP.SUP.P/1L E27-SACO,39,4.333333333333333,8.0,2,9,6.499999999999999,7,2.5495097567963922,9,4.0,2.0,6.0,0.008,0.0,0.4,0.1,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9470,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,217,11.421052631578947,23.0,1,35,63.92397660818714,34,7.9952471261485805,19,8.0,5.5,16.0,0.0169,0.0851,0.0,0.0638,0.5957,0.0426,0.0426,0.0,0.1277,0.0,0.0213,0.0,0.0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9471,8125 BR PENDENTE INJ P/1 LAMP E27,4,4.0,,4,4,,0,,1,4.0,4.0,4.0,0.0009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9472,8125 MR PENDENTE INJ P/1 LAMP E27-SACO,13,13.0,,13,13,,0,,1,13.0,13.0,13.0,0.0009,0.1429,0.8571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9475,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,37,4.625,10.0,1,12,13.410714285714286,11,3.6620642110310255,8,4.0,2.0,5.0,0.0071,0.0833,0.6667,0.0,0.0833,0.0,0.0833,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9476,8126 BR ARANDELA C/SUP.INF.P/1L E27-SACO,25,2.5,4.0,1,4,1.3888888888888888,3,1.1785113019775793,10,2.0,2.0,3.75,0.0089,0.4167,0.3333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9477,8126 MR ARANDELA C/SUP.INF.P/1L E27-SACO,2,2.0,,2,2,,0,,1,2.0,2.0,2.0,0.0009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9480,8127 PR ARANDELA C/SUP.INF.P/1L E27-SACO,77,6.416666666666667,17.0,1,23,53.3560606060606,22,7.3045232976601975,12,3.5,2.0,6.75,0.0107,0.375,0.3438,0.0625,0.0625,0.0312,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9481,8127 BR ARANDELA C/SUP.SUP.P/1L E27-SACO,24,1.8461538461538463,4.0,1,5,1.8076923076923077,4,1.3445044840729643,13,1.0,1.0,2.0,0.0116,0.6875,0.1875,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9553,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,11,3.6666666666666665,6.0,2,5,2.3333333333333335,3,1.5275252316519468,3,4.0,3.0,4.5,0.0027,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9585,8341 MR ARANDELA INJ P/ 1 LAMP,55,3.9285714285714284,8.0,1,11,7.917582417582419,10,2.8138198978581443,14,3.0,2.0,4.75,0.0124,0.35,0.3,0.15,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9587,8343 MR ARANDELA INJ P/ 1 LAMP,3,3.0,,3,3,,0,,1,3.0,3.0,3.0,0.0009,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9595,8383 MR ARANDELA INJ P/1 LAMP INF C/PIN,1,1.0,,1,1,,0,,1,1.0,1.0,1.0,0.0009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9596,8384 MR ARANDELA INJ P/1 LAMP SUP C/PIN,10,10.0,,10,10,,0,,1,10.0,10.0,10.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9597,8385 MR BALIZADOR INJ P/1 LAMP,28,3.5,6.0,1,6,3.7142857142857144,5,1.927248223318863,8,3.5,2.5,4.5,0.0071,0.3636,0.1818,0.1818,0.1818,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9605,8119 MR BALIZADOR P/JD E MURO INJ TERM,12,3.0,6.0,1,5,3.3333333333333335,4,1.8257418583505538,4,3.0,1.75,4.25,0.0036,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9606,8320 MR ARANDELA REDONDA INJ P/ 1 LAMP,13,3.25,6.0,2,5,2.2499999999999996,3,1.4999999999999998,4,3.0,2.0,4.25,0.0036,0.0,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9612,8237 MR ARANDELA INJ P/ 1 LAMP,69,4.3125,10.0,1,16,15.029166666666669,15,3.8767469180572864,16,3.0,2.0,4.25,0.0142,0.375,0.1667,0.125,0.1667,0.0417,0.0417,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9638,8800 PRETA ARANDELA INJETADA P/1LAMP G9,34,11.333333333333334,29.0,3,25,142.33333333333334,22,11.930353445448855,3,6.0,4.5,15.5,0.0027,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9639,8800 BRANCO ARANDELA INJETADA P/1LAMP G9,4,4.0,,4,4,,0,,1,4.0,4.0,4.0,0.0009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9641,8801 PRETA ARANDELA INJETADA P/1LAMP G9,4,4.0,,4,4,,0,,1,4.0,4.0,4.0,0.0009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9644,8802 PRETA ARANDELA INJETADA P/1LAMP G9,1,1.0,,1,1,,0,,1,1.0,1.0,1.0,0.0009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9645,8802 BRANCA ARANDELA INJETADA P/1LAMP G9,1,1.0,,1,1,,0,,1,1.0,1.0,1.0,0.0009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9646,8802 MARROM ARANDELA INJETADA P/1LAMP G9,6,6.0,,6,6,,0,,1,6.0,6.0,6.0,0.0009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9716,8830 BR SPOT DE SOBREPOR QUAD.MR16/GU10,4,4.0,,4,4,,0,,1,4.0,4.0,4.0,0.0009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9717,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,1,1.0,,1,1,,0,,1,1.0,1.0,1.0,0.0009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9719,8831 PR SPOT DE SOBREPOR RED.MR16/GU10,20,5.0,10.0,2,10,12.0,8,3.4641016151377544,4,4.0,3.5,5.5,0.0036,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9720,8832 BR SPOT DE SOBREPOR QUAD.MR16/GU10,5,5.0,,5,5,,0,,1,5.0,5.0,5.0,0.0009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9721,8832 PR SPOT DE SOBREPOR QUAD.MR16/GU10,1,1.0,,1,1,,0,,1,1.0,1.0,1.0,0.0009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9722,8833 BR SPOT DE SOBREPOR RED.MR16/GU10,11,5.5,11.0,3,8,12.5,5,3.5355339059327378,2,5.5,4.25,6.75,0.0018,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9723,8833 PR SPOT DE SOBREPOR RED.MR16/GU10,22,5.5,13.0,2,13,25.666666666666668,11,5.066228051190222,4,3.5,2.75,6.25,0.0036,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9725,8834 PR SPOT DE SOBREPOR QUA. E27-PAR 20,45,11.25,28.0,1,25,120.25,24,10.965856099730654,4,9.5,3.25,17.5,0.0036,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
9726,8835 BR SPOT DE SOBREPOR RED.E-27 PAR 20,36,4.0,7.0,1,7,4.5,6,2.1213203435596424,9,3.0,3.0,5.0,0.008,0.1111,0.1111,0.3333,0.0,0.2222,0.0,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9727,8835 PR SPOT DE SOBREPOR RED.E27-PAR 20,14,2.8,5.0,1,4,1.7000000000000002,3,1.3038404810405297,5,3.0,2.0,4.0,0.0044,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9761,8131 PR ARANDELA C/SUP.INF.P 1 LAMP E27,1,1.0,,1,1,,0,,1,1.0,1.0,1.0,0.0009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9771,8133 PR BALIZADOR P/1 LAMP E27,61,5.545454545454546,15.0,1,23,43.67272727272728,22,6.608534426991152,11,3.0,1.0,7.5,0.0098,0.8,0.1,0.0,0.0333,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0
9772,8133 MR BALIZADOR P/1 LAMP E27,12,12.0,,12,12,,0,,1,12.0,12.0,12.0,0.0009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9778,8135 PR POSTE P/2 LAMP E27,11,2.2,3.0,1,3,0.7,2,0.8366600265340756,5,2.0,2.0,3.0,0.0044,0.75,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9779,8136 BR PENDENTE INJ P/1 LAMP E27 L/C,63,4.2,9.0,2,11,8.742857142857142,9,2.9568322818274866,15,3.0,2.0,6.0,0.0133,0.3793,0.4138,0.1034,0.0,0.069,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,597,27.136363636363637,55.0,5,80,335.17099567099564,75,18.307675867542436,22,23.0,16.5,33.0,0.0196,0.2448,0.2917,0.1615,0.1354,0.0729,0.0156,0.0052,0.026,0.0104,0.0104,0.0052,0.0104,0.0,0.0,0.0052,0.0052,0.0,0.0,0.0
9785,8137 PR ARANDELA C/SUP.INF.P/1L E27 L/C,40,5.714285714285714,13.0,1,14,25.90476190476191,13,5.0896720822428145,7,3.0,2.0,9.0,0.0062,0.1818,0.4545,0.0,0.0,0.1818,0.0,0.0,0.0,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9786,8137 MR ARANDELA C/SUP.INF.P/1L E27 L/C,62,3.263157894736842,7.0,1,11,7.538011695906434,10,2.745543970856492,19,2.0,1.5,4.0,0.0169,0.3333,0.4074,0.1111,0.0741,0.0,0.037,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9790,8138 PR ARANDELA C/SUP.SUP.P/1L E27 L/C,2,2.0,,2,2,,0,,1,2.0,2.0,2.0,0.0009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9815,8831 MR SPOT DE SOBREPOR RED.MR16/GU10,6,6.0,,6,6,,0,,1,6.0,6.0,6.0,0.0009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9816,8832 MR SPOT DE SOBREPOR QUAD.MR16/GU10,12,12.0,,12,12,,0,,1,12.0,12.0,12.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9817,8833 MR SPOT DE SOBREPOR RED.MR16/GU10,31,3.4444444444444446,6.0,1,6,2.5277777777777777,5,1.5898986690282426,9,4.0,3.0,4.0,0.008,0.2222,0.0,0.1111,0.5556,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9819,8835 MR SPOT DE SOBREPOR RED.E-27 PAR 20,50,8.333333333333334,20.0,1,20,55.86666666666666,19,7.474400756359446,6,6.0,3.0,12.75,0.0053,0.125,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9820,8140 BR PENDENTE P/1 LAMP E27 LENTE CRIS,5,1.6666666666666667,3.0,1,3,1.3333333333333335,2,1.1547005383792517,3,1.0,1.0,2.0,0.0027,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9821,8140 PR PENDENTE P/1 LAMP E27 LENTE CRIS,63,6.3,14.0,2,16,25.12222222222222,14,5.012207320355197,10,4.5,2.25,9.0,0.0089,0.1905,0.3333,0.1429,0.1905,0.0476,0.0476,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9823,8141 BR ARAN SUP.INFERIOR LENTE CRISTAL,2,1.0,1.0,1,1,0.0,0,0.0,2,1.0,1.0,1.0,0.0018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9824,8141 PR ARAN SUP.INFERIOR LENTE CRISTAL,16,1.7777777777777777,3.0,1,3,0.6944444444444445,2,0.8333333333333334,9,2.0,1.0,2.0,0.008,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9827,8142 PR ARAN SUP.SUPERIOR LENTE CRISTAL,9,1.8,4.0,1,4,1.7,3,1.3038404810405297,5,1.0,1.0,2.0,0.0044,0.8333,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9831,8144 PR POSTE P/2 LAMP E27 LENTE CRISTAL,85,7.083333333333333,19.0,1,30,67.35606060606061,29,8.207073815073226,12,4.0,2.0,9.5,0.0107,0.6923,0.3077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9832,8144 BR POSTE P/2 LAMP E27 LENTE CRISTAL,6,3.0,7.0,1,5,8.0,4,2.8284271247461903,2,3.0,2.0,4.0,0.0018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
