codigo,Descricao,Data_Movimento,custo_medio,Qt_Saida,OBS
11783,CX PAP SIMPLES 595X380X550 122 2 POSTES,2025-11-05 00:00:00.000,10.28,1,correio
11783,CX PAP SIMPLES 595X380X550 122 2 POSTES,2025-11-27 00:00:00.000,10.28,3,correio
11783,CX PAP SIMPLES 595X380X550 122 2 POSTES,2025-12-04 00:00:00.000,10.28,1,correio
11783,CX PAP SIMPLES 595X380X550 122 2 POSTES,2025-12-05 00:00:00.000,10.28,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-10-08 00:00:00.000,7,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-10-20 00:00:00.000,7,2,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-10-23 00:00:00.000,7,2,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-10-27 00:00:00.000,7,2,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-10-28 00:00:00.000,7,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-10-29 00:00:00.000,7,2,CORREIO
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-10-31 00:00:00.000,7,5,CORREIO
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-11-06 00:00:00.000,7,3,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-11-10 00:00:00.000,7,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-11-11 00:00:00.000,7,2,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-11-13 00:00:00.000,7,4,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-11-14 00:00:00.000,7,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-11-17 00:00:00.000,7,3,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-11-18 00:00:00.000,7,3,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-11-21 00:00:00.000,7,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-11-24 00:00:00.000,7,2,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-11-25 00:00:00.000,7,3,CORREIO
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-11-26 00:00:00.000,7,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-11-27 00:00:00.000,7,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-12-01 00:00:00.000,7,4,CORREIO
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-12-02 00:00:00.000,7,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-12-03 00:00:00.000,7,2,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,2025-12-05 00:00:00.000,7,1,correio
11818,CX PAP DUPLO KRAFT REF: 120  S/IMPRESSÃO,2025-11-25 00:00:00.000,6.16,1,CORREIO
11818,CX PAP DUPLO KRAFT REF: 120  S/IMPRESSÃO,2025-11-26 00:00:00.000,6.16,2,correio
11818,CX PAP DUPLO KRAFT REF: 120  S/IMPRESSÃO,2025-11-27 00:00:00.000,6.16,4,correio
11818,CX PAP DUPLO KRAFT REF: 120  S/IMPRESSÃO,2025-12-01 00:00:00.000,6.16,2,CORREIO
11818,CX PAP DUPLO KRAFT REF: 120  S/IMPRESSÃO,2025-12-02 00:00:00.000,6.16,2,correio
11818,CX PAP DUPLO KRAFT REF: 120  S/IMPRESSÃO,2025-12-03 00:00:00.000,6.16,1,correio
11818,CX PAP DUPLO KRAFT REF: 120  S/IMPRESSÃO,2025-12-04 00:00:00.000,6.16,1,correio
