codigo,Descricao,custo_medio,Data_Movimento,Qt_Saida,OBS
11147,CX SIMPLES PARDA KRAFT 394/3 S/IMPRESSA,1.804,2025-12-05 00:00:00.000,3,correio
11296,CX PAP SIMPLES KRAFT REF 01091 TRIANGULA,1.1932,2025-10-10 00:00:00.000,37,correio
11381,CX PAP SIMPLES KRAF REF: 110 S/IMPRESSÃO,2.6312,2025-10-10 00:00:00.000,2,correio
11381,CX PAP SIMPLES KRAF REF: 110 S/IMPRESSÃO,2.6312,2025-10-13 00:00:00.000,1,correio
11381,CX PAP SIMPLES KRAF REF: 110 S/IMPRESSÃO,2.6312,2025-10-17 00:00:00.000,1,correio
11381,CX PAP SIMPLES KRAF REF: 110 S/IMPRESSÃO,2.6312,2025-10-29 00:00:00.000,1,CORREIO
11381,CX PAP SIMPLES KRAF REF: 110 S/IMPRESSÃO,2.6312,2025-10-31 00:00:00.000,1,CORREIO
11381,CX PAP SIMPLES KRAF REF: 110 S/IMPRESSÃO,2.6312,2025-11-04 00:00:00.000,1,correio
11381,CX PAP SIMPLES KRAF REF: 110 S/IMPRESSÃO,2.6312,2025-11-10 00:00:00.000,2,correio
11381,CX PAP SIMPLES KRAF REF: 110 S/IMPRESSÃO,2.6312,2025-11-11 00:00:00.000,2,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-09-26 00:00:00.000,1,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-09-29 00:00:00.000,8,CORREIO EXPEDIÇÃO
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-01 00:00:00.000,3,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-02 00:00:00.000,1,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-03 00:00:00.000,6,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-06 00:00:00.000,14,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-07 00:00:00.000,14,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-08 00:00:00.000,3,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-10 00:00:00.000,6,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-13 00:00:00.000,7,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-15 00:00:00.000,2,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-16 00:00:00.000,8,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-17 00:00:00.000,3,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-20 00:00:00.000,4,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-21 00:00:00.000,3,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-23 00:00:00.000,10,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-27 00:00:00.000,33,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-28 00:00:00.000,1,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-10-31 00:00:00.000,8,CORREIO
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-11-06 00:00:00.000,3,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-11-07 00:00:00.000,6,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-11-10 00:00:00.000,8,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-11-11 00:00:00.000,4,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-11-13 00:00:00.000,10,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-11-14 00:00:00.000,2,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-11-17 00:00:00.000,11,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-11-18 00:00:00.000,11,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-11-21 00:00:00.000,5,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-11-24 00:00:00.000,10,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-11-25 00:00:00.000,13,CORREIO
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-11-26 00:00:00.000,1,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-11-27 00:00:00.000,1,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-12-01 00:00:00.000,17,CORREIO
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-12-02 00:00:00.000,20,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-12-03 00:00:00.000,5,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-12-04 00:00:00.000,3,correio
11780,CX PAP DUPLO 670X210X455 117 S IMPRESSAO,11.704,2025-12-05 00:00:00.000,5,correio
11781,CX PAP SIMPLES 670X420X480 117 2 POSTES,11.5456,2025-10-06 00:00:00.000,3,correio
11781,CX PAP SIMPLES 670X420X480 117 2 POSTES,11.5456,2025-10-10 00:00:00.000,1,correio
11781,CX PAP SIMPLES 670X420X480 117 2 POSTES,11.5456,2025-10-13 00:00:00.000,2,correio
11781,CX PAP SIMPLES 670X420X480 117 2 POSTES,11.5456,2025-10-21 00:00:00.000,1,correio
11781,CX PAP SIMPLES 670X420X480 117 2 POSTES,11.5456,2025-10-23 00:00:00.000,2,correio
11781,CX PAP SIMPLES 670X420X480 117 2 POSTES,11.5456,2025-10-29 00:00:00.000,11,CORREIO
11781,CX PAP SIMPLES 670X420X480 117 2 POSTES,11.5456,2025-11-07 00:00:00.000,2,correio
11781,CX PAP SIMPLES 670X420X480 117 2 POSTES,11.5456,2025-11-10 00:00:00.000,5,correio
11781,CX PAP SIMPLES 670X420X480 117 2 POSTES,11.5456,2025-11-13 00:00:00.000,2,correio
11781,CX PAP SIMPLES 670X420X480 117 2 POSTES,11.5456,2025-12-01 00:00:00.000,8,CORREIO
11781,CX PAP SIMPLES 670X420X480 117 2 POSTES,11.5456,2025-12-03 00:00:00.000,7,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-10-01 00:00:00.000,8,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-10-06 00:00:00.000,1,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-10-08 00:00:00.000,1,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-10-10 00:00:00.000,5,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-10-13 00:00:00.000,10,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-10-15 00:00:00.000,6,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-10-17 00:00:00.000,3,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-10-23 00:00:00.000,7,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-10-27 00:00:00.000,16,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-10-28 00:00:00.000,4,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-10-31 00:00:00.000,4,CORREIO
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-11-03 00:00:00.000,12,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-11-04 00:00:00.000,1,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-11-05 00:00:00.000,5,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-11-06 00:00:00.000,3,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-11-10 00:00:00.000,4,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-11-11 00:00:00.000,3,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-11-13 00:00:00.000,3,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-11-17 00:00:00.000,5,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-11-18 00:00:00.000,1,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-11-21 00:00:00.000,2,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-11-24 00:00:00.000,1,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-11-27 00:00:00.000,2,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-12-01 00:00:00.000,3,CORREIO
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-12-03 00:00:00.000,2,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-12-04 00:00:00.000,1,correio
11782,CX PAP DUPLO 516X208X513 122 S IMPRESSAO,8.1488,2025-12-05 00:00:00.000,4,correio
11783,CX PAP SIMPLES 595X380X550 122 2 POSTES,10.2784,2025-09-29 00:00:00.000,2,CORREIO EXPEDIÇÃO
11783,CX PAP SIMPLES 595X380X550 122 2 POSTES,10.2784,2025-11-04 00:00:00.000,1,correio
11783,CX PAP SIMPLES 595X380X550 122 2 POSTES,10.2784,2025-11-05 00:00:00.000,1,correio
11783,CX PAP SIMPLES 595X380X550 122 2 POSTES,10.2784,2025-11-27 00:00:00.000,3,correio
11783,CX PAP SIMPLES 595X380X550 122 2 POSTES,10.2784,2025-12-04 00:00:00.000,1,correio
11783,CX PAP SIMPLES 595X380X550 122 2 POSTES,10.2784,2025-12-05 00:00:00.000,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-10-08 00:00:00.000,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-10-20 00:00:00.000,2,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-10-23 00:00:00.000,2,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-10-27 00:00:00.000,2,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-10-28 00:00:00.000,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-10-29 00:00:00.000,2,CORREIO
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-10-31 00:00:00.000,5,CORREIO
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-11-06 00:00:00.000,3,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-11-10 00:00:00.000,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-11-11 00:00:00.000,2,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-11-13 00:00:00.000,4,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-11-14 00:00:00.000,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-11-17 00:00:00.000,3,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-11-18 00:00:00.000,3,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-11-21 00:00:00.000,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-11-24 00:00:00.000,2,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-11-25 00:00:00.000,3,CORREIO
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-11-26 00:00:00.000,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-11-27 00:00:00.000,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-12-01 00:00:00.000,4,CORREIO
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-12-02 00:00:00.000,1,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-12-03 00:00:00.000,2,correio
11801,CX PAP DUPLA KRAFT S/IMPRESSÃO REF: 116,6.996,2025-12-05 00:00:00.000,1,correio
11818,CX PAP DUPLO KRAFT REF: 120  S/IMPRESSÃO,6.16,2025-11-25 00:00:00.000,1,CORREIO
11818,CX PAP DUPLO KRAFT REF: 120  S/IMPRESSÃO,6.16,2025-11-26 00:00:00.000,2,correio
11818,CX PAP DUPLO KRAFT REF: 120  S/IMPRESSÃO,6.16,2025-11-27 00:00:00.000,4,correio
11818,CX PAP DUPLO KRAFT REF: 120  S/IMPRESSÃO,6.16,2025-12-01 00:00:00.000,2,CORREIO
11818,CX PAP DUPLO KRAFT REF: 120  S/IMPRESSÃO,6.16,2025-12-02 00:00:00.000,2,correio
11818,CX PAP DUPLO KRAFT REF: 120  S/IMPRESSÃO,6.16,2025-12-03 00:00:00.000,1,correio
11818,CX PAP DUPLO KRAFT REF: 120  S/IMPRESSÃO,6.16,2025-12-04 00:00:00.000,1,correio
