Numero,Data_EM,Codigo,Quantidade,Descricao,Referencia,Pedido,MARCA,GRUPO,ANO,MES,MES-ANO,NUMERO_SEMANA
11788,2025-05-16,1115,1,8119 BR BALIZADOR P/JD E MURO INJ TERM,8119 BR,0,OREGON,BALIZADOR,2025,5,5-2025,20
11788,2025-05-16,9780,2,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,8136 PR,0,OREGON,PENDENTE,2025,5,5-2025,20
11788,2025-05-16,278,5,8237 PR ARANDELA INJ P/ 1 LAMP,8237 PR,0,DAKOTA,ARANDELA,2025,5,5-2025,20
11930,2025-07-14,10831,9,EC 8237 PR ARANDELA INJ P/ 1 LAMP,EC 8237 PR,0,DAKOTA,ARANDELA,2025,7,7-2025,29
11930,2025-07-14,10831,1,EC 8237 PR ARANDELA INJ P/ 1 LAMP,EC 8237 PR,0,DAKOTA,ARANDELA,2025,7,7-2025,29
11930,2025-07-14,9455,2,8428 BR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 BR,0,MINESSOTA,ARANDELA,2025,7,7-2025,29
11930,2025-07-14,266,3,8243 PR PROJ INJ P/ 1 LAMP PAR 20/30/38,8243 PR,0,INDIANA,PROJETOR,2025,7,7-2025,29
11930,2025-07-14,10835,2,EC 81060 DOURADO ARAND AL CUPULA CRU NAT,EC 81060 DOU/CRU NATU,0,TORONTO,ARANDELA,2025,7,7-2025,29
11930,2025-07-14,4525,1,8340 PR PENDENTE INJ P/ 1 LAMP,8340 PR,0,VIRGINIA,PENDENTE,2025,7,7-2025,29
11930,2025-07-14,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,29
11930,2025-07-14,10831,1,EC 8237 PR ARANDELA INJ P/ 1 LAMP,EC 8237 PR,0,DAKOTA,ARANDELA,2025,7,7-2025,29
11930,2025-07-14,9461,4,8429 MR ARANDELA C/SUP.SUP.P/1L E27-SACO,8429 MR,0,MINESSOTA,ARANDELA,2025,7,7-2025,29
11930,2025-07-14,10844,2,EC 81064 DOURADO ARANDELA AL CUPULA CRU,EC 81064 DOURADO/ CRU,0,TORONTO,ARANDELA,2025,7,7-2025,29
11930,2025-07-14,10688,10,81093 ARAND INJ BRANCO E27 LL / TRIANG,81093 BR,0,CHICAGO,ARANDELA,2025,7,7-2025,29
11930,2025-07-14,10836,2,"EC 8151 PR BALIZADOR L/C P/JD, MURO P/1L",EC 8151 PR,0,OREGON,BALIZADOR,2025,7,7-2025,29
11930,2025-07-14,9456,1,8428 MR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 MR,0,MINESSOTA,ARANDELA,2025,7,7-2025,29
11930,2025-07-14,266,4,8243 PR PROJ INJ P/ 1 LAMP PAR 20/30/38,8243 PR,0,INDIANA,PROJETOR,2025,7,7-2025,29
11930,2025-07-14,10848,2,EC 8429 PR ARANDELA C/SUP.SUP.P/1L E27,EC 8429 PR,0,MINESSOTA,ARANDELA,2025,7,7-2025,29
11930,2025-07-14,10828,1,EC 8122 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8122 PR C/TAG,0,OREGON,POSTES,2025,7,7-2025,29
11930,2025-07-14,10828,1,EC 8122 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8122 PR C/TAG,0,OREGON,POSTES,2025,7,7-2025,29
11930,2025-07-14,10828,1,EC 8122 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8122 PR C/TAG,0,OREGON,POSTES,2025,7,7-2025,29
11930,2025-07-14,10828,1,EC 8122 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8122 PR C/TAG,0,OREGON,POSTES,2025,7,7-2025,29
11930,2025-07-14,10828,1,EC 8122 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8122 PR C/TAG,0,OREGON,POSTES,2025,7,7-2025,29
11930,2025-07-14,10835,2,EC 81060 DOURADO ARAND AL CUPULA CRU NAT,EC 81060 DOU/CRU NATU,0,TORONTO,ARANDELA,2025,7,7-2025,29
11930,2025-07-14,10828,1,EC 8122 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8122 PR C/TAG,0,OREGON,POSTES,2025,7,7-2025,29
11930,2025-07-14,9638,5,8800 PRETA ARANDELA INJETADA P/1LAMP G9,8800 PR,0,MEMPHIS,ARANDELA,2025,7,7-2025,29
11930,2025-07-14,9638,10,8800 PRETA ARANDELA INJETADA P/1LAMP G9,8800 PR,0,MEMPHIS,ARANDELA,2025,7,7-2025,29
11930,2025-07-14,9638,10,8800 PRETA ARANDELA INJETADA P/1LAMP G9,8800 PR,0,MEMPHIS,ARANDELA,2025,7,7-2025,29
11930,2025-07-14,9821,1,8140 PR PENDENTE P/1 LAMP E27 LENTE CRIS,8140 PR/LC,0,COLUMBIA,PENDENTE,2025,7,7-2025,29
11930,2025-07-14,5518,1,8385 BR BALIZADOR INJ P/1 LAMP,8385 BR,0,IOWA,BALIZADOR,2025,7,7-2025,29
11930,2025-07-14,9779,1,8136 BR PENDENTE INJ P/1 LAMP E27 L/C,8136 BR,0,OREGON,PENDENTE,2025,7,7-2025,29
11930,2025-07-14,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,29
11930,2025-07-14,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,29
11930,2025-07-14,10837,2,EC 8150 PR BALIZADOR L/F P/JD E MURO P/1,EC 8150 PR,0,OREGON,BALIZADOR,2025,7,7-2025,29
11934,2025-07-15,9821,2,8140 PR PENDENTE P/1 LAMP E27 LENTE CRIS,8140 PR/LC,0,COLUMBIA,PENDENTE,2025,7,7-2025,29
11934,2025-07-15,10835,2,EC 81060 DOURADO ARAND AL CUPULA CRU NAT,EC 81060 DOU/CRU NATU,0,TORONTO,ARANDELA,2025,7,7-2025,29
11934,2025-07-15,10833,4,EC 8385 PR BALIZADOR INJ P/1 LAMP,EC 8385 PR,0,IOWA,BALIZADOR,2025,7,7-2025,29
11934,2025-07-15,10405,2,81053 BR ARANDELA EM ALUMINIO 1 LAMP,81053 BR,0,TORONTO,ARANDELA,2025,7,7-2025,29
11934,2025-07-15,10837,2,EC 8150 PR BALIZADOR L/F P/JD E MURO P/1,EC 8150 PR,0,OREGON,BALIZADOR,2025,7,7-2025,29
11934,2025-07-15,9821,1,8140 PR PENDENTE P/1 LAMP E27 LENTE CRIS,8140 PR/LC,0,COLUMBIA,PENDENTE,2025,7,7-2025,29
11934,2025-07-15,9827,1,8142 PR ARAN SUP.SUPERIOR LENTE CRISTAL,8142 PR/LC,0,COLUMBIA,ARANDELA,2025,7,7-2025,29
11934,2025-07-15,9834,4,8145 PR BALIZADOR P/1 LAMP E27 LENTE CRI,8145 PR/LC,0,COLUMBIA,BALIZADOR,2025,7,7-2025,29
11934,2025-07-15,10831,3,EC 8237 PR ARANDELA INJ P/ 1 LAMP,EC 8237 PR,0,DAKOTA,ARANDELA,2025,7,7-2025,29
11934,2025-07-15,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,29
11934,2025-07-15,10826,5,EC 8136 PR PENDENTE INJ P/1 LAMP E27 L/C,EC 136 PR,0,OREGON,PENDENTE,2025,7,7-2025,29
11934,2025-07-15,9585,1,8341 MR ARANDELA INJ P/ 1 LAMP,8341 MR,0,VIRGINIA,ARANDELA,2025,7,7-2025,29
11934,2025-07-15,9481,1,8127 BR ARANDELA C/SUP.SUP.P/1L E27-SACO,8127 BR,0,OREGON,ARANDELA,2025,7,7-2025,29
11934,2025-07-15,266,1,8243 PR PROJ INJ P/ 1 LAMP PAR 20/30/38,8243 PR,0,INDIANA,PROJETOR,2025,7,7-2025,29
11934,2025-07-15,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,29
11934,2025-07-15,10837,1,EC 8150 PR BALIZADOR L/F P/JD E MURO P/1,EC 8150 PR,0,OREGON,BALIZADOR,2025,7,7-2025,29
11934,2025-07-15,4516,1,8331 PR ARANDELA INJ P/ 1 LAMP,8331 PR,0,NEW YORK,ARANDELA,2025,7,7-2025,29
11935,2025-07-16,10829,1,EC 8338 PR ARANDELA INJ P/1 LAM E27-SACO,EC 8338 PR,0,ASPEN,ARANDELA,2025,7,7-2025,29
11935,2025-07-16,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,29
11935,2025-07-16,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,29
11935,2025-07-16,9827,1,8142 PR ARAN SUP.SUPERIOR LENTE CRISTAL,8142 PR/LC,0,COLUMBIA,ARANDELA,2025,7,7-2025,29
11935,2025-07-16,4936,1,8350 PR MINI TARTA  P/1 LAMP S/ GRADE,8350 PR,0,KANSAS,ARANDELA,2025,7,7-2025,29
11935,2025-07-16,10835,2,EC 81060 DOURADO ARAND AL CUPULA CRU NAT,EC 81060 DOU/CRU NATU,0,TORONTO,ARANDELA,2025,7,7-2025,29
11935,2025-07-16,10830,2,EC 8119 PR BALIZADOR P/JD E MURO INJ TER,EC 8119 PR,0,OREGON,BALIZADOR,2025,7,7-2025,29
11935,2025-07-16,9771,2,8133 PR BALIZADOR P/1 LAMP E27,8133 PR,0,OREGON,BALIZADOR,2025,7,7-2025,29
11935,2025-07-16,9771,6,8133 PR BALIZADOR P/1 LAMP E27,8133 PR,0,OREGON,BALIZADOR,2025,7,7-2025,29
11935,2025-07-16,9933,2,8147 PR BALIZADOR L/C P/JD E MURO P/1LAM,8147 PR,0,COLUMBIA,BALIZADOR,2025,7,7-2025,29
11935,2025-07-16,7919,1,8394 PR/LC ARANDELA INJ P/1 LAMP SACO PL,8394 PR/LC,0,ARIZONA,ARANDELA,2025,7,7-2025,29
11935,2025-07-16,10828,1,EC 8122 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8122 PR C/TAG,0,OREGON,POSTES,2025,7,7-2025,29
11935,2025-07-16,10828,1,EC 8122 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8122 PR C/TAG,0,OREGON,POSTES,2025,7,7-2025,29
11935,2025-07-16,9779,1,8136 BR PENDENTE INJ P/1 LAMP E27 L/C,8136 BR,0,OREGON,PENDENTE,2025,7,7-2025,29
11935,2025-07-16,10826,2,EC 8136 PR PENDENTE INJ P/1 LAMP E27 L/C,EC 136 PR,0,OREGON,PENDENTE,2025,7,7-2025,29
11944,2025-07-17,9612,4,8237 MR ARANDELA INJ P/ 1 LAMP,8237 MR,0,DAKOTA,ARANDELA,2025,7,7-2025,29
11944,2025-07-17,10837,2,EC 8150 PR BALIZADOR L/F P/JD E MURO P/1,EC 8150 PR,0,OREGON,BALIZADOR,2025,7,7-2025,29
11944,2025-07-17,10826,7,EC 8136 PR PENDENTE INJ P/1 LAMP E27 L/C,EC 136 PR,0,OREGON,PENDENTE,2025,7,7-2025,29
11944,2025-07-17,10828,1,EC 8122 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8122 PR C/TAG,0,OREGON,POSTES,2025,7,7-2025,29
11944,2025-07-17,9834,3,8145 PR BALIZADOR P/1 LAMP E27 LENTE CRI,8145 PR/LC,0,COLUMBIA,BALIZADOR,2025,7,7-2025,29
11944,2025-07-17,10826,3,EC 8136 PR PENDENTE INJ P/1 LAMP E27 L/C,EC 136 PR,0,OREGON,PENDENTE,2025,7,7-2025,29
11944,2025-07-17,9820,1,8140 BR PENDENTE P/1 LAMP E27 LENTE CRIS,8140 BR/LC,0,COLUMBIA,PENDENTE,2025,7,7-2025,29
11944,2025-07-17,7922,4,8395 PR/LC ARANDELA INJ P/1 LAMP SACO PL,8395 PR/LC,0,ARIZONA,ARANDELA,2025,7,7-2025,29
11944,2025-07-17,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,29
11944,2025-07-17,10826,5,EC 8136 PR PENDENTE INJ P/1 LAMP E27 L/C,EC 136 PR,0,OREGON,PENDENTE,2025,7,7-2025,29
11944,2025-07-17,10679,5,81090 ARANDELA INJ BRANCA E27 LC/OVAL,81090 BR,0,CHICAGO,ARANDELA,2025,7,7-2025,29
11944,2025-07-17,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,29
11945,2025-07-18,4525,1,8340 PR PENDENTE INJ P/ 1 LAMP,8340 PR,0,VIRGINIA,PENDENTE,2025,7,7-2025,29
11945,2025-07-18,9831,1,8144 PR POSTE P/2 LAMP E27 LENTE CRISTAL,8144 PR/LC,0,COLUMBIA,POSTES,2025,7,7-2025,29
11945,2025-07-18,4519,1,8320 BR ARANDELA REDONDA INJ P/ 1 LAMP,8320 BR,0,ALABAMA,ARANDELA,2025,7,7-2025,29
11945,2025-07-18,9455,10,8428 BR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 BR,0,MINESSOTA,ARANDELA,2025,7,7-2025,29
11945,2025-07-18,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,29
11945,2025-07-18,10359,1,81050 BR ARANDELA EM ALUMINIO CUPULA,81050 BR,0,TORONTO,ARANDELA,2025,7,7-2025,29
11945,2025-07-18,10826,1,EC 8136 PR PENDENTE INJ P/1 LAMP E27 L/C,EC 136 PR,0,OREGON,PENDENTE,2025,7,7-2025,29
11945,2025-07-18,10840,4,EC 8428 PR ARANDELA C/SUP.INF.P/1L E27,EC 8428 PR,0,MINESSOTA,ARANDELA,2025,7,7-2025,29
11948,2025-07-21,10558,2,8148 PR POSTE C/TUBO AL P/1 LAMP 1 METRO,ESPEC 8148 PR 1 METRO,0,COLUMBIA,POSTES,2025,7,7-2025,30
11948,2025-07-21,7919,3,8394 PR/LC ARANDELA INJ P/1 LAMP SACO PL,8394 PR/LC,0,ARIZONA,ARANDELA,2025,7,7-2025,30
11948,2025-07-21,7919,12,8394 PR/LC ARANDELA INJ P/1 LAMP SACO PL,8394 PR/LC,0,ARIZONA,ARANDELA,2025,7,7-2025,30
11948,2025-07-21,10826,1,EC 8136 PR PENDENTE INJ P/1 LAMP E27 L/C,EC 136 PR,0,OREGON,PENDENTE,2025,7,7-2025,30
11948,2025-07-21,9933,1,8147 PR BALIZADOR L/C P/JD E MURO P/1LAM,8147 PR,0,COLUMBIA,BALIZADOR,2025,7,7-2025,30
11948,2025-07-21,9933,1,8147 PR BALIZADOR L/C P/JD E MURO P/1LAM,8147 PR,0,COLUMBIA,BALIZADOR,2025,7,7-2025,30
11948,2025-07-21,10838,2,EC 8337 PR PENDENTE INJ P/1 LAMP E27,EC 8337 PR,0,ASPEN,PENDENTE,2025,7,7-2025,30
11948,2025-07-21,10835,2,EC 81060 DOURADO ARAND AL CUPULA CRU NAT,EC 81060 DOU/CRU NATU,0,TORONTO,ARANDELA,2025,7,7-2025,30
11948,2025-07-21,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11948,2025-07-21,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11948,2025-07-21,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11948,2025-07-21,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11948,2025-07-21,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11948,2025-07-21,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11948,2025-07-21,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11948,2025-07-21,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11948,2025-07-21,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11948,2025-07-21,10835,2,EC 81060 DOURADO ARAND AL CUPULA CRU NAT,EC 81060 DOU/CRU NATU,0,TORONTO,ARANDELA,2025,7,7-2025,30
11948,2025-07-21,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11948,2025-07-21,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11948,2025-07-21,7921,1,8395 BR/LC ARANDELA INJ P/1 LAMP SACO PL,8395 BR/LC,0,ARIZONA,ARANDELA,2025,7,7-2025,30
11948,2025-07-21,10359,1,81050 BR ARANDELA EM ALUMINIO CUPULA,81050 BR,0,TORONTO,ARANDELA,2025,7,7-2025,30
11948,2025-07-21,10838,1,EC 8337 PR PENDENTE INJ P/1 LAMP E27,EC 8337 PR,0,ASPEN,PENDENTE,2025,7,7-2025,30
11948,2025-07-21,43,1,8120 PR POSTE C/TUBO AL P/1 LAMP INJ TER,8120 PR C/TAG,0,OREGON,POSTES,2025,7,7-2025,30
11948,2025-07-21,9834,2,8145 PR BALIZADOR P/1 LAMP E27 LENTE CRI,8145 PR/LC,0,COLUMBIA,BALIZADOR,2025,7,7-2025,30
11948,2025-07-21,9834,4,8145 PR BALIZADOR P/1 LAMP E27 LENTE CRI,8145 PR/LC,0,COLUMBIA,BALIZADOR,2025,7,7-2025,30
11948,2025-07-21,9834,4,8145 PR BALIZADOR P/1 LAMP E27 LENTE CRI,8145 PR/LC,0,COLUMBIA,BALIZADOR,2025,7,7-2025,30
11948,2025-07-21,10830,4,EC 8119 PR BALIZADOR P/JD E MURO INJ TER,EC 8119 PR,0,OREGON,BALIZADOR,2025,7,7-2025,30
11948,2025-07-21,9834,2,8145 PR BALIZADOR P/1 LAMP E27 LENTE CRI,8145 PR/LC,0,COLUMBIA,BALIZADOR,2025,7,7-2025,30
11948,2025-07-21,10826,3,EC 8136 PR PENDENTE INJ P/1 LAMP E27 L/C,EC 136 PR,0,OREGON,PENDENTE,2025,7,7-2025,30
11948,2025-07-21,10835,1,EC 81060 DOURADO ARAND AL CUPULA CRU NAT,EC 81060 DOU/CRU NATU,0,TORONTO,ARANDELA,2025,7,7-2025,30
11948,2025-07-21,10837,1,EC 8150 PR BALIZADOR L/F P/JD E MURO P/1,EC 8150 PR,0,OREGON,BALIZADOR,2025,7,7-2025,30
11948,2025-07-21,9821,4,8140 PR PENDENTE P/1 LAMP E27 LENTE CRIS,8140 PR/LC,0,COLUMBIA,PENDENTE,2025,7,7-2025,30
11948,2025-07-21,9821,4,8140 PR PENDENTE P/1 LAMP E27 LENTE CRIS,8140 PR/LC,0,COLUMBIA,PENDENTE,2025,7,7-2025,30
11948,2025-07-21,10830,2,EC 8119 PR BALIZADOR P/JD E MURO INJ TER,EC 8119 PR,0,OREGON,BALIZADOR,2025,7,7-2025,30
11949,2025-07-22,10405,1,81053 BR ARANDELA EM ALUMINIO 1 LAMP,81053 BR,0,TORONTO,ARANDELA,2025,7,7-2025,30
11949,2025-07-22,10844,2,EC 81064 DOURADO ARANDELA AL CUPULA CRU,EC 81064 DOURADO/ CRU,0,TORONTO,ARANDELA,2025,7,7-2025,30
11949,2025-07-22,10828,1,EC 8122 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8122 PR C/TAG,0,OREGON,POSTES,2025,7,7-2025,30
11949,2025-07-22,9456,2,8428 MR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 MR,0,MINESSOTA,ARANDELA,2025,7,7-2025,30
11949,2025-07-22,10838,3,EC 8337 PR PENDENTE INJ P/1 LAMP E27,EC 8337 PR,0,ASPEN,PENDENTE,2025,7,7-2025,30
11949,2025-07-22,9771,2,8133 PR BALIZADOR P/1 LAMP E27,8133 PR,0,OREGON,BALIZADOR,2025,7,7-2025,30
11952,2025-07-23,10830,4,EC 8119 PR BALIZADOR P/JD E MURO INJ TER,EC 8119 PR,0,OREGON,BALIZADOR,2025,7,7-2025,30
11952,2025-07-23,10846,1,EC 8244 PR ARANDELA P/1LAMP E27 LENTE TR,EC 8244 PR/LC,0,DAKOTA,ARANDELA,2025,7,7-2025,30
11952,2025-07-23,9821,2,8140 PR PENDENTE P/1 LAMP E27 LENTE CRIS,8140 PR/LC,0,COLUMBIA,PENDENTE,2025,7,7-2025,30
11952,2025-07-23,9612,1,8237 MR ARANDELA INJ P/ 1 LAMP,8237 MR,0,DAKOTA,ARANDELA,2025,7,7-2025,30
11952,2025-07-23,9585,2,8341 MR ARANDELA INJ P/ 1 LAMP,8341 MR,0,VIRGINIA,ARANDELA,2025,7,7-2025,30
11952,2025-07-23,10826,11,EC 8136 PR PENDENTE INJ P/1 LAMP E27 L/C,EC 136 PR,0,OREGON,PENDENTE,2025,7,7-2025,30
11952,2025-07-23,10847,4,EC 8116 PR POSTE C/TUBO AL P/1 LAMP INJ,EC 8116 PR C/ TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11952,2025-07-23,10847,2,EC 8116 PR POSTE C/TUBO AL P/1 LAMP INJ,EC 8116 PR C/ TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11952,2025-07-23,10826,3,EC 8136 PR PENDENTE INJ P/1 LAMP E27 L/C,EC 136 PR,0,OREGON,PENDENTE,2025,7,7-2025,30
11952,2025-07-23,10837,1,EC 8150 PR BALIZADOR L/F P/JD E MURO P/1,EC 8150 PR,0,OREGON,BALIZADOR,2025,7,7-2025,30
11952,2025-07-23,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11952,2025-07-23,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11952,2025-07-23,9924,4,8426 PR BALIZADOR P/JD E MURO P/1 LAMP,8426 PR,0,MINESSOTA,BALIZADOR,2025,7,7-2025,30
11952,2025-07-23,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11952,2025-07-23,10847,2,EC 8116 PR POSTE C/TUBO AL P/1 LAMP INJ,EC 8116 PR C/ TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11952,2025-07-23,9771,1,8133 PR BALIZADOR P/1 LAMP E27,8133 PR,0,OREGON,BALIZADOR,2025,7,7-2025,30
11952,2025-07-23,9771,4,8133 PR BALIZADOR P/1 LAMP E27,8133 PR,0,OREGON,BALIZADOR,2025,7,7-2025,30
11952,2025-07-23,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11952,2025-07-23,266,5,8243 PR PROJ INJ P/ 1 LAMP PAR 20/30/38,8243 PR,0,INDIANA,PROJETOR,2025,7,7-2025,30
11952,2025-07-23,10826,1,EC 8136 PR PENDENTE INJ P/1 LAMP E27 L/C,EC 136 PR,0,OREGON,PENDENTE,2025,7,7-2025,30
11952,2025-07-23,9585,1,8341 MR ARANDELA INJ P/ 1 LAMP,8341 MR,0,VIRGINIA,ARANDELA,2025,7,7-2025,30
11952,2025-07-23,9612,1,8237 MR ARANDELA INJ P/ 1 LAMP,8237 MR,0,DAKOTA,ARANDELA,2025,7,7-2025,30
11954,2025-07-24,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11954,2025-07-24,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11954,2025-07-24,9726,3,8835 BR SPOT DE SOBREPOR RED.E-27 PAR 20,8835 BR,0,OLYMPA,SPOT,2025,7,7-2025,30
11954,2025-07-24,10947,2,EC 8147 PR BALIZADOR L/C P/JD/ MURO P/1L,EC 8147 PR,0,COLUMBIA,BALIZADOR,2025,7,7-2025,30
11954,2025-07-24,10826,6,EC 8136 PR PENDENTE INJ P/1 LAMP E27 L/C,EC 136 PR,0,OREGON,PENDENTE,2025,7,7-2025,30
11954,2025-07-24,10848,2,EC 8429 PR ARANDELA C/SUP.SUP.P/1L E27,EC 8429 PR,0,MINESSOTA,ARANDELA,2025,7,7-2025,30
11954,2025-07-24,10834,10,EC 8125 PR PENDENTE INJ P/1 LAM E27-SACO,EC 8125 PR,0,OREGON,PENDENTE,2025,7,7-2025,30
11954,2025-07-24,10834,10,EC 8125 PR PENDENTE INJ P/1 LAM E27-SACO,EC 8125 PR,0,OREGON,PENDENTE,2025,7,7-2025,30
11954,2025-07-24,10953,1,EC 81050 BR ARANDELA EM ALUMINIO CUPULA,EC 81050 BR,0,TORONTO,ARANDELA,2025,7,7-2025,30
11954,2025-07-24,10835,1,EC 81060 DOURADO ARAND AL CUPULA CRU NAT,EC 81060 DOU/CRU NATU,0,TORONTO,ARANDELA,2025,7,7-2025,30
11954,2025-07-24,10826,1,EC 8136 PR PENDENTE INJ P/1 LAMP E27 L/C,EC 136 PR,0,OREGON,PENDENTE,2025,7,7-2025,30
11954,2025-07-24,10831,14,EC 8237 PR ARANDELA INJ P/ 1 LAMP,EC 8237 PR,0,DAKOTA,ARANDELA,2025,7,7-2025,30
11954,2025-07-24,10954,12,EC 8243 PR PROJ INJ P/ 1 LA PAR 20/30/38,EC 8243 PR,0,INDIANA,PROJETOR,2025,7,7-2025,30
11954,2025-07-24,10952,7,EC 8341 MR ARANDELA INJ P/ 1 LAMP,EC 8341 MR,0,VIRGINIA,ARANDELA,2025,7,7-2025,30
11954,2025-07-24,10828,1,EC 8122 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8122 PR C/TAG,0,OREGON,POSTES,2025,7,7-2025,30
11954,2025-07-24,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11954,2025-07-24,10840,2,EC 8428 PR ARANDELA C/SUP.INF.P/1L E27,EC 8428 PR,0,MINESSOTA,ARANDELA,2025,7,7-2025,30
11954,2025-07-24,10827,1,EC 8117 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8117 PR C/TAG,0,COLUMBIA,POSTES,2025,7,7-2025,30
11954,2025-07-24,10840,2,EC 8428 PR ARANDELA C/SUP.INF.P/1L E27,EC 8428 PR,0,MINESSOTA,ARANDELA,2025,7,7-2025,30
11958,2025-07-25,10828,1,EC 8122 PR POSTE C/TUBO AL P/2 LAMP INJ,EC 8122 PR C/TAG,0,OREGON,POSTES,2025,7,7-2025,30
