Numero,Data_EM,Codigo,Quantidade,Descricao,Referencia,Pedido,MARCA,GRUPO,ANO,MES,MES-ANO,NUMERO_SEMANA
10125,2023-06-30,5519,3,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7231,IOWA,BALIZADOR,2023,6,6-2023,26
10125,2023-06-30,9756,1,8130 PR PENDENTE P/ 1 LAMP E27,8130 PR,7231,OREGON,PENDENTE,2023,6,6-2023,26
10125,2023-06-30,9717,5,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,8830 PR,7231,OLYMPA,SPOT,2023,6,6-2023,26
10127,2023-07-03,5519,8,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7234,IOWA,BALIZADOR,2023,7,7-2023,27
10127,2023-07-03,1114,3,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7234,OREGON,BALIZADOR,2023,7,7-2023,27
10127,2023-07-03,9454,3,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 PR,7234,MINESSOTA,ARANDELA,2023,7,7-2023,27
10127,2023-07-03,9444,11,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,7234,ASPEN,ARANDELA,2023,7,7-2023,27
10118,2023-06-28,5519,3,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7225,IOWA,BALIZADOR,2023,6,6-2023,26
10108,2023-06-26,7029,10,8440 BR ARAND GR INJ P/2 LAMP SAN DIEGO,8440 BR,7216,SAN DIEGO,ARANDELA,2023,6,6-2023,26
10108,2023-06-26,9553,7,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,8329 PR,7216,IOWA,ARANDELA,2023,6,6-2023,26
10108,2023-06-26,9550,6,8328 PR ARANDELA P/1L E27 COM SUP.INFERI,8328 PR,7216,IOWA,ARANDELA,2023,6,6-2023,26
10108,2023-06-26,5518,1,8385 BR BALIZADOR INJ P/1 LAMP,8385 BR,7216,IOWA,BALIZADOR,2023,6,6-2023,26
10108,2023-06-26,9454,1,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 PR,7216,MINESSOTA,ARANDELA,2023,6,6-2023,26
10108,2023-06-26,1115,1,8119 BR BALIZADOR P/JD E MURO INJ TERM,8119 BR,7216,OREGON,BALIZADOR,2023,6,6-2023,26
10105,2023-06-23,5519,4,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7215,IOWA,BALIZADOR,2023,6,6-2023,25
10105,2023-06-23,1114,3,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7215,OREGON,BALIZADOR,2023,6,6-2023,25
10093,2023-06-20,7023,1,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7203,ASPEN,ARANDELA,2023,6,6-2023,25
10093,2023-06-20,1114,1,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7203,OREGON,BALIZADOR,2023,6,6-2023,25
10093,2023-06-20,38,1,8113 BR PENDENTE INJ EM TERMOPLASTICO,8113 BR,7203,OREGON,PENDENTE,2023,6,6-2023,25
10093,2023-06-20,5519,2,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7203,IOWA,BALIZADOR,2023,6,6-2023,25
10078,2023-06-14,1114,4,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7197,OREGON,BALIZADOR,2023,6,6-2023,24
10072,2023-06-13,5519,6,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7190,IOWA,BALIZADOR,2023,6,6-2023,24
10072,2023-06-13,9717,17,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,8830 PR,7190,OLYMPA,SPOT,2023,6,6-2023,24
10067,2023-06-12,1114,2,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7186,OREGON,BALIZADOR,2023,6,6-2023,24
10067,2023-06-12,9444,3,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,7186,ASPEN,ARANDELA,2023,6,6-2023,24
10067,2023-06-12,9936,2,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,8150 PR,7186,OREGON,BALIZADOR,2023,6,6-2023,24
10067,2023-06-12,9939,2,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,8151 PR,7186,OREGON,BALIZADOR,2023,6,6-2023,24
10063,2023-06-09,9727,14,8835 PR SPOT DE SOBREPOR RED.E27-PAR 20,8835 PR,7182,OLYMPA,SPOT,2023,6,6-2023,23
10063,2023-06-09,9940,4,8151 MR BALIZADOR L/C P/JD E MURO P/1LAM,8151 MR,7182,OREGON,BALIZADOR,2023,6,6-2023,23
10063,2023-06-09,10064,7,KIT 8428 PR ARANDELA C/SUP.INF.P/1L E27,KIT 8428 PR,7182,MINESSOTA,ARANDELA,2023,6,6-2023,23
10063,2023-06-09,1114,5,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7182,OREGON,BALIZADOR,2023,6,6-2023,23
10063,2023-06-09,9470,10,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,8125 PR,7182,OREGON,PENDENTE,2023,6,6-2023,23
10063,2023-06-09,10065,2,KIT 8428 BR ARANDELA C/SUP.INF.P/1L E27,KIT 8428 BR,7182,MINESSOTA,ARANDELA,2023,6,6-2023,23
10166,2023-07-17,9597,2,8385 MR BALIZADOR INJ P/1 LAMP,8385 MR,7261,IOWA,BALIZADOR,2023,7,7-2023,29
10166,2023-07-17,10064,1,KIT 8428 PR ARANDELA C/SUP.INF.P/1L E27,KIT 8428 PR,7261,MINESSOTA,ARANDELA,2023,7,7-2023,29
10166,2023-07-17,9723,2,8833 PR SPOT DE SOBREPOR RED.MR16/GU10,8833 PR,7261,OLYMPA,SPOT,2023,7,7-2023,29
10166,2023-07-17,9444,7,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,7261,ASPEN,ARANDELA,2023,7,7-2023,29
10053,2023-06-05,1114,2,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7178,OREGON,BALIZADOR,2023,6,6-2023,23
10053,2023-06-05,9456,3,8428 MR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 MR,7178,MINESSOTA,ARANDELA,2023,6,6-2023,23
10053,2023-06-05,10064,1,KIT 8428 PR ARANDELA C/SUP.INF.P/1L E27,KIT 8428 PR,7178,MINESSOTA,ARANDELA,2023,6,6-2023,23
10053,2023-06-05,39,1,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7178,OREGON,ARANDELA,2023,6,6-2023,23
10049,2023-06-02,5518,11,8385 BR BALIZADOR INJ P/1 LAMP,8385 BR,7170,IOWA,BALIZADOR,2023,6,6-2023,22
10049,2023-06-02,1114,1,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7170,OREGON,BALIZADOR,2023,6,6-2023,22
10049,2023-06-02,10064,1,KIT 8428 PR ARANDELA C/SUP.INF.P/1L E27,KIT 8428 PR,7170,MINESSOTA,ARANDELA,2023,6,6-2023,22
10045,2023-06-01,9597,4,8385 MR BALIZADOR INJ P/1 LAMP,8385 MR,7165,IOWA,BALIZADOR,2023,6,6-2023,22
10045,2023-06-01,9454,3,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 PR,7165,MINESSOTA,ARANDELA,2023,6,6-2023,22
10045,2023-06-01,10064,1,KIT 8428 PR ARANDELA C/SUP.INF.P/1L E27,KIT 8428 PR,7165,MINESSOTA,ARANDELA,2023,6,6-2023,22
10045,2023-06-01,7033,3,8441 PR/LL ARAND PQ INJ P/1LAM SAN DIEGO,8441 PR/LL,7165,SAN DIEGO,ARANDELA,2023,6,6-2023,22
10045,2023-06-01,10064,1,KIT 8428 PR ARANDELA C/SUP.INF.P/1L E27,KIT 8428 PR,7165,MINESSOTA,ARANDELA,2023,6,6-2023,22
10032,2023-05-30,39,1,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7159,OREGON,ARANDELA,2023,5,5-2023,22
10032,2023-05-30,1114,2,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7159,OREGON,BALIZADOR,2023,5,5-2023,22
10032,2023-05-30,10064,1,KIT 8428 PR ARANDELA C/SUP.INF.P/1L E27,KIT 8428 PR,7159,MINESSOTA,ARANDELA,2023,5,5-2023,22
10032,2023-05-30,39,2,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7159,OREGON,ARANDELA,2023,5,5-2023,22
10026,2023-05-29,9445,1,8338 BR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 BR,7152,ASPEN,ARANDELA,2023,5,5-2023,22
10026,2023-05-29,5519,2,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7152,IOWA,BALIZADOR,2023,5,5-2023,22
10026,2023-05-29,9459,3,8429 PR ARANDELA C/SUP.SUP.P/1L E27-SACO,8429 PR,7152,MINESSOTA,ARANDELA,2023,5,5-2023,22
10020,2023-05-25,5518,4,8385 BR BALIZADOR INJ P/1 LAMP,8385 BR,7146,IOWA,BALIZADOR,2023,5,5-2023,21
10014,2023-05-25,39,1,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7145,OREGON,ARANDELA,2023,5,5-2023,21
10013,2023-05-24,1114,2,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7144,OREGON,BALIZADOR,2023,5,5-2023,21
10013,2023-05-24,9454,14,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 PR,7144,MINESSOTA,ARANDELA,2023,5,5-2023,21
10013,2023-05-24,9455,2,8428 BR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 BR,7144,MINESSOTA,ARANDELA,2023,5,5-2023,21
10013,2023-05-24,7030,1,8440 PR ARAND GR INJ P/2 LAMP SAN DIEGO,8440 PR,7144,SAN DIEGO,ARANDELA,2023,5,5-2023,21
10008,2023-05-23,5519,1,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7142,IOWA,BALIZADOR,2023,5,5-2023,21
10008,2023-05-23,9936,1,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,8150 PR,7142,OREGON,BALIZADOR,2023,5,5-2023,21
10008,2023-05-23,1114,1,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7142,OREGON,BALIZADOR,2023,5,5-2023,21
10008,2023-05-23,7030,1,8440 PR ARAND GR INJ P/2 LAMP SAN DIEGO,8440 PR,7142,SAN DIEGO,ARANDELA,2023,5,5-2023,21
10005,2023-05-22,9439,2,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,8337 PR,7138,ASPEN,PENDENTE,2023,5,5-2023,21
10005,2023-05-22,1114,8,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7138,OREGON,BALIZADOR,2023,5,5-2023,21
10005,2023-05-22,5519,6,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7138,IOWA,BALIZADOR,2023,5,5-2023,21
10005,2023-05-22,7030,2,8440 PR ARAND GR INJ P/2 LAMP SAN DIEGO,8440 PR,7138,SAN DIEGO,ARANDELA,2023,5,5-2023,21
10005,2023-05-22,9454,3,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 PR,7138,MINESSOTA,ARANDELA,2023,5,5-2023,21
10003,2023-05-19,9771,11,8133 PR BALIZADOR P/1 LAMP E27,8133 PR,7124,OREGON,BALIZADOR,2023,5,5-2023,20
10003,2023-05-19,9454,5,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 PR,7124,MINESSOTA,ARANDELA,2023,5,5-2023,20
10003,2023-05-19,1114,5,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7124,OREGON,BALIZADOR,2023,5,5-2023,20
10003,2023-05-19,9597,1,8385 MR BALIZADOR INJ P/1 LAMP,8385 MR,7124,IOWA,BALIZADOR,2023,5,5-2023,20
9995,2023-05-18,10064,1,KIT 8428 PR ARANDELA C/SUP.INF.P/1L E27,KIT 8428 PR,7116,MINESSOTA,ARANDELA,2023,5,5-2023,20
9995,2023-05-18,2913,2,8292/2 BR/LL PLAFON INJ P/ 2 LAMP RED,8292/2 BR/LL,7116,CALIFORNIA,PLAFON,2023,5,5-2023,20
9995,2023-05-18,5519,3,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7116,IOWA,BALIZADOR,2023,5,5-2023,20
10129,2023-07-04,9454,3,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 PR,7237,MINESSOTA,ARANDELA,2023,7,7-2023,27
10129,2023-07-04,5545,41,8433 BR BALIZADOR INJ P/1 LAMP,8433 BR,7237,MINESSOTA,BALIZADOR,2023,7,7-2023,27
10132,2023-07-05,5519,2,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7238,IOWA,BALIZADOR,2023,7,7-2023,27
10132,2023-07-05,9550,4,8328 PR ARANDELA P/1L E27 COM SUP.INFERI,8328 PR,7238,IOWA,ARANDELA,2023,7,7-2023,27
10112,2023-06-27,9439,6,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,8337 PR,7218,ASPEN,PENDENTE,2023,6,6-2023,26
10136,2023-07-06,9939,6,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,8151 PR,7239,OREGON,BALIZADOR,2023,7,7-2023,27
10139,2023-07-07,9470,3,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,8125 PR,7243,OREGON,PENDENTE,2023,7,7-2023,27
10139,2023-07-07,5519,2,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7243,IOWA,BALIZADOR,2023,7,7-2023,27
10139,2023-07-07,10064,1,KIT 8428 PR ARANDELA C/SUP.INF.P/1L E27,KIT 8428 PR,7243,MINESSOTA,ARANDELA,2023,7,7-2023,27
10139,2023-07-07,9460,3,8429 BR ARANDELA C/SUP.SUP.P/1L E27-SACO,8429 BR,7243,MINESSOTA,ARANDELA,2023,7,7-2023,27
10099,2023-06-21,9444,2,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,7206,ASPEN,ARANDELA,2023,6,6-2023,25
10099,2023-06-21,5519,1,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7206,IOWA,BALIZADOR,2023,6,6-2023,25
10146,2023-07-10,9475,4,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8126 PR,7249,OREGON,ARANDELA,2023,7,7-2023,28
10146,2023-07-10,5519,12,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7249,IOWA,BALIZADOR,2023,7,7-2023,28
10146,2023-07-10,9450,2,8427 BR PENDENTE INJ P/ 1 LAMP E27-SACO,8427 BR,7249,MINESSOTA,PENDENTE,2023,7,7-2023,28
10146,2023-07-10,9445,1,8338 BR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 BR,7249,ASPEN,ARANDELA,2023,7,7-2023,28
10146,2023-07-10,9444,2,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,7249,ASPEN,ARANDELA,2023,7,7-2023,28
10089,2023-06-19,1114,1,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7201,OREGON,BALIZADOR,2023,6,6-2023,25
10089,2023-06-19,9454,3,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 PR,7201,MINESSOTA,ARANDELA,2023,6,6-2023,25
10085,2023-06-16,9444,2,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,7198,ASPEN,ARANDELA,2023,6,6-2023,24
10085,2023-06-16,7030,2,8440 PR ARAND GR INJ P/2 LAMP SAN DIEGO,8440 PR,7198,SAN DIEGO,ARANDELA,2023,6,6-2023,24
10155,2023-07-12,9439,6,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,8337 PR,7255,ASPEN,PENDENTE,2023,7,7-2023,28
10155,2023-07-12,9444,5,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,7255,ASPEN,ARANDELA,2023,7,7-2023,28
10155,2023-07-12,9550,3,8328 PR ARANDELA P/1L E27 COM SUP.INFERI,8328 PR,7255,IOWA,ARANDELA,2023,7,7-2023,28
10160,2023-07-13,5519,1,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7256,IOWA,BALIZADOR,2023,7,7-2023,28
10160,2023-07-13,9425,2,8442 PR ARAND GR INJ P/2L E27 40CM-SACO,8442 PR,7256,SAN DIEGO,ARANDELA,2023,7,7-2023,28
10160,2023-07-13,9475,1,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8126 PR,7256,OREGON,ARANDELA,2023,7,7-2023,28
10160,2023-07-13,9445,1,8338 BR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 BR,7256,ASPEN,ARANDELA,2023,7,7-2023,28
10160,2023-07-13,9470,4,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,8125 PR,7256,OREGON,PENDENTE,2023,7,7-2023,28
10160,2023-07-13,9717,7,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,8830 PR,7256,OLYMPA,SPOT,2023,7,7-2023,28
10164,2023-07-14,6654,6,8434/1 BR POSTE C/TUBO AL P/1 LAMP INJ,8434/1 BR C/TAG,7260,MINESSOTA,POSTES,2023,7,7-2023,28
10164,2023-07-14,9549,2,8328 BR ARANDELA P/1L E27 COM SUP.INFERI,8328 BR,7260,IOWA,ARANDELA,2023,7,7-2023,28
10164,2023-07-14,9939,1,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,8151 PR,7260,OREGON,BALIZADOR,2023,7,7-2023,28
10173,2023-07-20,7028,3,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,8335 PR,7271,ASPEN,PENDENTE,2023,7,7-2023,29
10173,2023-07-20,9939,2,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,8151 PR,7271,OREGON,BALIZADOR,2023,7,7-2023,29
10180,2023-07-21,9430,10,8443 PR/LL ARAND PQ INJ P/1L E27 25CM,8443 PR/LL,7273,SAN DIEGO,ARANDELA,2023,7,7-2023,29
10185,2023-07-24,9939,3,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,8151 PR,7277,OREGON,BALIZADOR,2023,7,7-2023,30
10185,2023-07-24,7024,4,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7277,ASPEN,ARANDELA,2023,7,7-2023,30
10185,2023-07-24,7028,4,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,8335 PR,7277,ASPEN,PENDENTE,2023,7,7-2023,30
10189,2023-07-25,9430,4,8443 PR/LL ARAND PQ INJ P/1L E27 25CM,8443 PR/LL,7279,SAN DIEGO,ARANDELA,2023,7,7-2023,30
10189,2023-07-25,7028,2,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,8335 PR,7279,ASPEN,PENDENTE,2023,7,7-2023,30
10191,2023-07-26,9439,8,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,8337 PR,7284,ASPEN,PENDENTE,2023,7,7-2023,30
10196,2023-07-27,5518,1,8385 BR BALIZADOR INJ P/1 LAMP,8385 BR,7288,IOWA,BALIZADOR,2023,7,7-2023,30
10196,2023-07-27,10066,1,KIT 8428 MR ARANDELA C/SUP.INF.P/1L E27,KIT 8428 MR,7288,MINESSOTA,ARANDELA,2023,7,7-2023,30
10196,2023-07-27,9761,1,8131 PR ARANDELA C/SUP.INF.P 1 LAMP E27,8131 PR,7288,OREGON,ARANDELA,2023,7,7-2023,30
10202,2023-07-28,9940,10,8151 MR BALIZADOR L/C P/JD E MURO P/1LAM,8151 MR,7290,OREGON,BALIZADOR,2023,7,7-2023,30
10202,2023-07-28,39,10,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7290,OREGON,ARANDELA,2023,7,7-2023,30
10202,2023-07-28,7028,2,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,8335 PR,7290,ASPEN,PENDENTE,2023,7,7-2023,30
10203,2023-07-31,5507,1,8384 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,8384 PR,7291,IOWA,ARANDELA,2023,7,7-2023,31
10203,2023-07-31,5544,2,8433 PR BALIZADOR INJ P/1 LAMP,8433 PR,7291,MINESSOTA,BALIZADOR,2023,7,7-2023,31
10205,2023-08-01,5519,2,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7294,IOWA,BALIZADOR,2023,8,8-2023,31
10209,2023-08-02,9605,30,8119 MR BALIZADOR P/JD E MURO INJ TERM,8119 MR,7301,OREGON,BALIZADOR,2023,8,8-2023,31
10209,2023-08-02,9791,11,8138 MR ARANDELA C/SUP.SUP.P/1L E27 L/C,8138 MR,7301,OREGON,ARANDELA,2023,8,8-2023,31
10209,2023-08-02,9785,2,8137 PR ARANDELA C/SUP.INF.P/1L E27 L/C,8137 PR,7301,OREGON,ARANDELA,2023,8,8-2023,31
10209,2023-08-02,9717,3,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,8830 PR,7301,OLYMPA,SPOT,2023,8,8-2023,31
10209,2023-08-02,5544,6,8433 PR BALIZADOR INJ P/1 LAMP,8433 PR,7301,MINESSOTA,BALIZADOR,2023,8,8-2023,31
10209,2023-08-02,9444,4,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,7301,ASPEN,ARANDELA,2023,8,8-2023,31
10210,2023-08-03,39,2,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7302,OREGON,ARANDELA,2023,8,8-2023,31
10210,2023-08-03,9936,2,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,8150 PR,7302,OREGON,BALIZADOR,2023,8,8-2023,31
10210,2023-08-03,5543,2,8432 PR ARANDELA INJ P/1 LAMP C/SUP SUPE,8432 PR,7302,MINESSOTA,ARANDELA,2023,8,8-2023,31
10210,2023-08-03,9785,2,8137 PR ARANDELA C/SUP.INF.P/1L E27 L/C,8137 PR,7302,OREGON,ARANDELA,2023,8,8-2023,31
10210,2023-08-03,9780,8,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,8136 PR,7302,OREGON,PENDENTE,2023,8,8-2023,31
10210,2023-08-03,9938,4,8151 BR BALIZADOR L/C P/JD E MURO P/1LAM,8151 BR,7302,OREGON,BALIZADOR,2023,8,8-2023,31
10210,2023-08-03,7024,2,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7302,ASPEN,ARANDELA,2023,8,8-2023,31
10237,2023-08-11,9445,2,8338 BR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 BR,7326,ASPEN,ARANDELA,2023,8,8-2023,32
10238,2023-08-14,39,2,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7328,OREGON,ARANDELA,2023,8,8-2023,33
10238,2023-08-14,5543,2,8432 PR ARANDELA INJ P/1 LAMP C/SUP SUPE,8432 PR,7328,MINESSOTA,ARANDELA,2023,8,8-2023,33
10238,2023-08-14,9444,13,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,7328,ASPEN,ARANDELA,2023,8,8-2023,33
10238,2023-08-14,9717,3,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,8830 PR,7328,OLYMPA,SPOT,2023,8,8-2023,33
10238,2023-08-14,5519,7,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7328,IOWA,BALIZADOR,2023,8,8-2023,33
10238,2023-08-14,7024,7,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7328,ASPEN,ARANDELA,2023,8,8-2023,33
10240,2023-08-15,9445,4,8338 BR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 BR,7333,ASPEN,ARANDELA,2023,8,8-2023,33
10240,2023-08-15,1114,6,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7333,OREGON,BALIZADOR,2023,8,8-2023,33
10240,2023-08-15,39,2,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7333,OREGON,ARANDELA,2023,8,8-2023,33
10240,2023-08-15,37,3,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7333,OREGON,PENDENTE,2023,8,8-2023,33
10250,2023-08-16,9717,3,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,8830 PR,7337,OLYMPA,SPOT,2023,8,8-2023,33
10250,2023-08-16,9444,5,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,7337,ASPEN,ARANDELA,2023,8,8-2023,33
10250,2023-08-16,5543,1,8432 PR ARANDELA INJ P/1 LAMP C/SUP SUPE,8432 PR,7337,MINESSOTA,ARANDELA,2023,8,8-2023,33
10250,2023-08-16,9940,2,8151 MR BALIZADOR L/C P/JD E MURO P/1LAM,8151 MR,7337,OREGON,BALIZADOR,2023,8,8-2023,33
10250,2023-08-16,9937,2,8150 MR BALIZADOR L/F P/JD E MURO P/1LAM,8150 MR,7337,OREGON,BALIZADOR,2023,8,8-2023,33
10250,2023-08-16,7027,3,8335 BR PENDENTE INJ P/ 1 LAMP ASPEN,8335 BR,7337,ASPEN,PENDENTE,2023,8,8-2023,33
10256,2023-08-17,7024,9,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7339,ASPEN,ARANDELA,2023,8,8-2023,33
10256,2023-08-17,9717,8,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,8830 PR,7339,OLYMPA,SPOT,2023,8,8-2023,33
10256,2023-08-17,5544,4,8433 PR BALIZADOR INJ P/1 LAMP,8433 PR,7339,MINESSOTA,BALIZADOR,2023,8,8-2023,33
10256,2023-08-17,5543,1,8432 PR ARANDELA INJ P/1 LAMP C/SUP SUPE,8432 PR,7339,MINESSOTA,ARANDELA,2023,8,8-2023,33
10262,2023-08-18,9780,4,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,8136 PR,7341,OREGON,PENDENTE,2023,8,8-2023,33
10262,2023-08-18,7024,4,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7341,ASPEN,ARANDELA,2023,8,8-2023,33
10265,2023-08-21,5532,3,8430 PR PENDENTE INJ P/ 1 LAMP,8430 PR,7343,MINESSOTA,PENDENTE,2023,8,8-2023,34
10265,2023-08-21,5519,1,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7343,IOWA,BALIZADOR,2023,8,8-2023,34
10265,2023-08-21,37,10,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7343,OREGON,PENDENTE,2023,8,8-2023,34
10265,2023-08-21,39,2,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7343,OREGON,ARANDELA,2023,8,8-2023,34
10265,2023-08-21,7024,7,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7343,ASPEN,ARANDELA,2023,8,8-2023,34
10265,2023-08-21,1115,1,8119 BR BALIZADOR P/JD E MURO INJ TERM,8119 BR,7343,OREGON,BALIZADOR,2023,8,8-2023,34
10265,2023-08-21,5544,4,8433 PR BALIZADOR INJ P/1 LAMP,8433 PR,7343,MINESSOTA,BALIZADOR,2023,8,8-2023,34
10265,2023-08-21,5534,7,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,8431 PR,7343,MINESSOTA,ARANDELA,2023,8,8-2023,34
10265,2023-08-21,9767,1,8132 MR ARANDELA C/SUP.SUP.P/ 1 LAMP E27,8132 MR,7343,OREGON,ARANDELA,2023,8,8-2023,34
10267,2023-08-22,9602,2,8113 MR PENDENTE INJ EM TERMOPLASTICO,8113 MR,7345,OREGON,PENDENTE,2023,8,8-2023,34
10267,2023-08-22,9717,5,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,8830 PR,7345,OLYMPA,SPOT,2023,8,8-2023,34
10267,2023-08-22,7028,2,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,8335 PR,7345,ASPEN,PENDENTE,2023,8,8-2023,34
